id,station,timestamp,i1_pos_switch,i2_pos_switch,i3_pos_switch,i4_light_barrier,m1_speed,m2_speed,m3_speed,o7_valve,o8_compressor,current_task,current_task_duration,current_sub_task,failure_label,i1_light_barrier,i2_light_barrier,i3_light_barrier,i5_pos_switch,i6_pos_switch,i7_pos_switch,i8_pos_switch,m4_speed,current_pos_x,current_pos_y,target_pos_x,target_pos_y,amount_of_workpieces,current_stock,i1_pos,i2_pos,i3_photoresistor,i5_joystick_x_f,i6_joystick_y_f,i7_joystick_x_b,i8_joystick_y_b,i2_color_sensor,i6_light_barrier,i7_light_barrier,i8_light_barrier,o5_valve,o6_valve,i5_light_barrier,i4_pos_switch,i8_color_sensor,o7_compressor_level,o8_valve_open,current_pos_z,target_pos_z,current_state_binary
d98b7c20-d498-4487-88c8-b460145f987f,HBW_1,2023-02-06 14:08:09.930,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
605d806a-bd6b-46f7-b431-1f7315c10a34,HBW_1,2023-02-06 14:08:11.930,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
17a509d9-01dd-4431-9f27-aae56c2e2a9f,HBW_1,2023-02-06 14:08:13.930,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
35927059-2be9-44dc-bf0c-3759373e0339,HBW_1,2023-02-06 14:08:15.940,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
0af68f85-d23c-458f-a9a3-388b049a5f20,HBW_1,2023-02-06 14:08:17.950,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
4c2b49dd-8862-4533-9589-544a069417f2,HBW_1,2023-02-06 14:08:19.950,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
3b2710c5-1b63-4fe6-a55b-82c853211d58,HBW_1,2023-02-06 14:08:21.960,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
ef05f56c-df72-476b-ba84-50560165e9e3,HBW_1,2023-02-06 14:08:23.960,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
94644587-bd93-407c-8c8e-bd9656e5e95f,HBW_1,2023-02-06 14:08:25.970,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
f3668285-b4d6-404e-8a93-5748e0cbb6e9,HBW_1,2023-02-06 14:08:27.980,,,,0,0.5,0.5,0.5,,,0,0.0,0,0,0,1,1,1,1,0,1,0.5,0.0,0.0,0.0,0.0,0.0,"{'0': '', '1': '', '2': '', '3': '', '4': '', '5': '', '6': '', '7': '', '8': ''}",,,,,,,,,,,,,,,,,,,,,1
